Station Name,Datetime,Wind_Dir_Deg,Wind_Max_mph,Air_Temp_Avg
Las Trampas,2021-05-05 22:00:00,201,18.0,53.0
Las Trampas,2021-05-05 23:00:00,241,18.0,52.0
Las Trampas,2021-05-05 00:00:00,248,23.0,52.0
Las Trampas,2021-05-04 01:00:00,303,13.0,62.0
Las Trampas,2021-05-04 02:00:00,311,12.0,61.0
Las Trampas,2021-05-04 03:00:00,301,10.0,58.0
Las Trampas,2021-05-04 04:00:00,308,8.0,57.0
Las Trampas,2021-05-04 05:00:00,1,9.0,64.0
Las Trampas,2021-05-04 06:00:00,18,12.0,68.0
Las Trampas,2021-05-04 07:00:00,20,9.0,70.0
Las Trampas,2021-05-04 08:00:00,316,6.0,71.0
Las Trampas,2021-05-04 09:00:00,76,8.0,75.0
Las Trampas,2021-05-04 10:00:00,35,11.0,75.0
Las Trampas,2021-05-04 11:00:00,31,15.0,77.0
Las Trampas,2021-05-04 12:00:00,327,10.0,82.0
Las Trampas,2021-05-04 13:00:00,258,14.0,86.0
Las Trampas,2021-05-04 14:00:00,243,17.0,85.0
Las Trampas,2021-05-04 15:00:00,264,17.0,85.0
Las Trampas,2021-05-04 16:00:00,240,17.0,82.0
Las Trampas,2021-05-04 17:00:00,242,16.0,78.0
Las Trampas,2021-05-04 18:00:00,226,14.0,72.0
Las Trampas,2021-05-04 19:00:00,240,10.0,68.0
Las Trampas,2021-05-04 20:00:00,249,8.0,69.0
Las Trampas,2021-05-04 21:00:00,272,9.0,69.0
Las Trampas,2021-05-04 22:00:00,312,10.0,68.0
Las Trampas,2021-05-04 23:00:00,318,8.0,68.0
Las Trampas,2021-05-04 00:00:00,292,7.0,67.0
Las Trampas,2021-05-03 01:00:00,291,14.0,54.0
Las Trampas,2021-05-03 02:00:00,332,13.0,57.0
Las Trampas,2021-05-03 03:00:00,349,13.0,56.0
Las Trampas,2021-05-03 04:00:00,25,18.0,58.0
Las Trampas,2021-05-03 05:00:00,20,23.0,58.0
Las Trampas,2021-05-03 06:00:00,35,18.0,61.0
Las Trampas,2021-05-03 07:00:00,24,17.0,63.0
Las Trampas,2021-05-03 08:00:00,38,17.0,66.0
Las Trampas,2021-05-03 09:00:00,21,21.0,68.0
Las Trampas,2021-05-03 10:00:00,16,22.0,71.0
Las Trampas,2021-05-03 11:00:00,28,22.0,75.0
Las Trampas,2021-05-03 12:00:00,16,20.0,78.0
Las Trampas,2021-05-03 13:00:00,26,25.0,79.0
Las Trampas,2021-05-03 14:00:00,7,23.0,81.0
Las Trampas,2021-05-03 15:00:00,287,19.0,85.0
Las Trampas,2021-05-03 16:00:00,260,16.0,83.0
Las Trampas,2021-05-03 17:00:00,287,20.0,78.0
Las Trampas,2021-05-03 18:00:00,273,20.0,73.0
Las Trampas,2021-05-03 19:00:00,308,25.0,69.0
Las Trampas,2021-05-03 20:00:00,311,16.0,68.0
Las Trampas,2021-05-03 21:00:00,300,12.0,65.0
Las Trampas,2021-05-03 22:00:00,307,18.0,64.0
Las Trampas,2021-05-03 23:00:00,308,14.0,63.0
Las Trampas,2021-05-03 00:00:00,312,11.0,62.0
Las Trampas,2021-05-02 01:00:00,272,19.0,50.0
Las Trampas,2021-05-02 02:00:00,266,16.0,49.0
Las Trampas,2021-05-02 03:00:00,279,18.0,50.0
Las Trampas,2021-05-02 04:00:00,283,16.0,49.0
Las Trampas,2021-05-02 05:00:00,291,15.0,49.0
Las Trampas,2021-05-02 06:00:00,280,16.0,52.0
Las Trampas,2021-05-02 07:00:00,268,16.0,54.0
Las Trampas,2021-05-02 08:00:00,310,15.0,61.0
Las Trampas,2021-05-02 09:00:00,325,18.0,63.0
Las Trampas,2021-05-02 10:00:00,316,19.0,69.0
Las Trampas,2021-05-02 11:00:00,244,16.0,73.0
Las Trampas,2021-05-02 12:00:00,239,18.0,74.0
Las Trampas,2021-05-02 13:00:00,237,22.0,74.0
Las Trampas,2021-05-02 14:00:00,244,23.0,75.0
Las Trampas,2021-05-02 15:00:00,237,23.0,74.0
Las Trampas,2021-05-02 16:00:00,242,24.0,72.0
Las Trampas,2021-05-02 17:00:00,245,21.0,69.0
Las Trampas,2021-05-02 18:00:00,251,20.0,64.0
Las Trampas,2021-05-02 19:00:00,281,22.0,61.0
Las Trampas,2021-05-02 20:00:00,288,21.0,59.0
Las Trampas,2021-05-02 21:00:00,311,14.0,58.0
Las Trampas,2021-05-02 22:00:00,288,13.0,56.0
Las Trampas,2021-05-02 23:00:00,306,14.0,56.0
Las Trampas,2021-05-02 00:00:00,304,14.0,56.0
Las Trampas,2021-05-01 01:00:00,226,35.0,45.0
Las Trampas,2021-05-01 02:00:00,216,30.0,45.0
Las Trampas,2021-05-01 03:00:00,223,27.0,45.0
Las Trampas,2021-05-01 04:00:00,246,26.0,46.0
Las Trampas,2021-05-01 05:00:00,263,24.0,48.0
Las Trampas,2021-05-01 06:00:00,252,19.0,50.0
Las Trampas,2021-05-01 07:00:00,253,21.0,54.0
Las Trampas,2021-05-01 08:00:00,252,17.0,57.0
Las Trampas,2021-05-01 09:00:00,254,21.0,60.0
Las Trampas,2021-05-01 10:00:00,240,26.0,61.0
Las Trampas,2021-05-01 11:00:00,236,27.0,63.0
Las Trampas,2021-05-01 12:00:00,230,33.0,64.0
Las Trampas,2021-05-01 13:00:00,238,29.0,62.0
Las Trampas,2021-05-01 14:00:00,238,29.0,58.0
Las Trampas,2021-05-01 15:00:00,230,29.0,57.0
Las Trampas,2021-05-01 16:00:00,218,32.0,54.0
Las Trampas,2021-05-01 17:00:00,225,34.0,52.0
Las Trampas,2021-05-01 18:00:00,228,33.0,49.0
Las Trampas,2021-05-01 19:00:00,204,23.0,47.0
Las Trampas,2021-05-01 20:00:00,220,20.0,49.0
Las Trampas,2021-05-01 21:00:00,198,21.0,47.0
Las Trampas,2021-05-01 22:00:00,239,20.0,51.0
Las Trampas,2021-05-01 23:00:00,246,20.0,50.0
Las Trampas,2021-05-02 00:00:00,263,24.0,50.0
